drug_a,drug_b,combination,almanac_breast_median_combo_score,almanac_breast_mean_combo_score,almanac_breast_max_combo_score,almanac_breast_min_combo_score,almanac_breast_positive_line_fraction,almanac_breast_lines_tested,almanac_breast_cell_lines,almanac_breast_synergy_support,drug_a_has_patient_model,drug_b_has_patient_model,patient_specific_pair_tier
ixabepilone,tamoxifen,ixabepilone + tamoxifen,71,76.6,111,47,1,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.980566724104921,FALSE,FALSE,not_patient_scored
ixabepilone,pentostatin,ixabepilone + pentostatin,-31,-21.4,70,-73,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
ixabepilone,rapamycin,ixabepilone + rapamycin,-13,2.2,73,-32,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,TRUE,tier_B_one_drug_patient_scored
carboplatin,ixabepilone,carboplatin + ixabepilone,-35,-37.25,-9,-70,0,4,BR:BT-549;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
ixabepilone,valrubicin,ixabepilone + valrubicin,-26.5,-52.5,23,-180,0.25,4,BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
ixabepilone,oxaliplatin,ixabepilone + oxaliplatin,-36,-35.2,2,-72,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
ixabepilone,mitoxantrone,ixabepilone + mitoxantrone,9,5.8,22,-9,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.827685238368754,FALSE,FALSE,not_patient_scored
amifostine,ixabepilone,amifostine + ixabepilone,-22,3.6,76,-35,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
ixabepilone,temozolomide,ixabepilone + temozolomide,-49,-26,43,-98,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
imiquimod,ixabepilone,imiquimod + ixabepilone,-21,14,136,-43,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
clofarabine,ixabepilone,clofarabine + ixabepilone,-48,-39.2,-5,-70,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
ixabepilone,vinorelbine,ixabepilone + vinorelbine,6,5.6,29,-23,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.802508137085966,FALSE,FALSE,not_patient_scored
ixabepilone,topotecan,ixabepilone + topotecan,-83,-88.75,-50,-139,0,4,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231,0.378230901780586,FALSE,FALSE,not_patient_scored
gemcitabine,ixabepilone,gemcitabine + ixabepilone,-73.5,-73.75,-56,-92,0,4,BR:BT-549;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,TRUE,FALSE,tier_B_one_drug_patient_scored
docetaxel,ixabepilone,docetaxel + ixabepilone,-23,-17.8,13,-48,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,TRUE,FALSE,tier_B_one_drug_patient_scored
7 ethyl 10 hydroxycamptothecin,ixabepilone,7 ethyl 10 hydroxycamptothecin + ixabepilone,-57,-55,-24,-82,0,4,BR:BT-549;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
ixabepilone,nelarabine,ixabepilone + nelarabine,12.5,9.5,55,-42,0.75,4,BR:BT-549;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.849703235688302,FALSE,FALSE,not_patient_scored
ixabepilone,pemetrexed,ixabepilone + pemetrexed,-33,-24.8,13,-45,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
ixabepilone,vorinostat,ixabepilone + vorinostat,10,20.2,72,-16,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.835343672219031,FALSE,FALSE,not_patient_scored
capecitabine,ixabepilone,capecitabine + ixabepilone,-15,-9,41,-72,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
exemestane,ixabepilone,exemestane + ixabepilone,5,-2.6,13,-29,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.793030825196247,FALSE,FALSE,not_patient_scored
gefitinib,ixabepilone,gefitinib + ixabepilone,26,22.2,38,-7,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.911640819452422,FALSE,FALSE,not_patient_scored
fulvestrant,ixabepilone,fulvestrant + ixabepilone,42,10,50,-99,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.949645797434425,FALSE,FALSE,not_patient_scored
anastrozole,ixabepilone,anastrozole + ixabepilone,7,-11.6,41,-132,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.810453762205629,FALSE,FALSE,not_patient_scored
ixabepilone,letrozole,ixabepilone + letrozole,-10,5.8,109,-41,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
celecoxib,ixabepilone,celecoxib + ixabepilone,-30,-22.6,-3,-36,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
ixabepilone,zoledronate,ixabepilone + zoledronate,-37,-48.4,-2,-135,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
dasatinib,ixabepilone,dasatinib + ixabepilone,-8,1.8,41,-29,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
everolimus,ixabepilone,everolimus + ixabepilone,40,29.6,71,-34,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.945529389239901,FALSE,FALSE,not_patient_scored
ixabepilone,pazopanib,ixabepilone + pazopanib,-52,-65.4,-17,-147,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
imatinib,ixabepilone,imatinib + ixabepilone,27,26.4,70,-19,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.914225540876891,FALSE,FALSE,not_patient_scored
ixabepilone,lapatinib,ixabepilone + lapatinib,21,22.4,60,-7,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.892111813134214,FALSE,TRUE,tier_B_one_drug_patient_scored
ixabepilone,nilotinib,ixabepilone + nilotinib,15,8.2,43,-34,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.864541451273215,FALSE,FALSE,not_patient_scored
ixabepilone,sorafenib,ixabepilone + sorafenib,49,56.8,93,41,1,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.959697491862914,FALSE,FALSE,not_patient_scored
ixabepilone,lenalidomide,ixabepilone + lenalidomide,24,18.8,42,-10,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.904843959410301,FALSE,FALSE,not_patient_scored
ixabepilone,raloxifene,ixabepilone + raloxifene,1,-14.6,19,-69,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.759908098793797,FALSE,FALSE,not_patient_scored
abiraterone,ixabepilone,abiraterone + ixabepilone,8,11.4,45,-28,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.818973769864063,FALSE,FALSE,not_patient_scored
ixabepilone,sunitinib,ixabepilone + sunitinib,84,64,114,-38,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.986406279915757,FALSE,FALSE,not_patient_scored
ixabepilone,vemurafenib,ixabepilone + vemurafenib,-5,-16,20,-78,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
depsipeptide,ixabepilone,depsipeptide + ixabepilone,83,63.8,102,-36,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.985927627800115,FALSE,FALSE,not_patient_scored
ixabepilone,pralatrexate,ixabepilone + pralatrexate,29,16,51,-70,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.920830940072755,FALSE,FALSE,not_patient_scored
ixabepilone,vismodegib,ixabepilone + vismodegib,6,7.8,25,-9,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.802508137085966,FALSE,FALSE,not_patient_scored
crizotinib,ixabepilone,crizotinib + ixabepilone,2,0.4,26,-46,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.768140915182845,FALSE,FALSE,not_patient_scored
axitinib,ixabepilone,axitinib + ixabepilone,-27,-15,25,-44,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
ixabepilone,vandetanib,ixabepilone + vandetanib,4,-2.8,22,-27,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.783553513306529,FALSE,FALSE,not_patient_scored
cabazitaxel,ixabepilone,cabazitaxel + ixabepilone,38,43.8,84,-6,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.943423319931074,FALSE,FALSE,not_patient_scored
ixabepilone,ruxolitinib,ixabepilone + ruxolitinib,-14,-11.2,23,-41,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
raloxifene,triethylenemelamine,raloxifene + triethylenemelamine,-4.5,6.5,68,-33,0.25,4,BR:BT-549;BR:HS 578T;BR:MCF7;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
doxorubicin,raloxifene,doxorubicin + raloxifene,-24,-13.6,25,-35,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,TRUE,FALSE,tier_B_one_drug_patient_scored
abiraterone,raloxifene,abiraterone + raloxifene,15.5,23.8,102,-68,0.7,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.867030442274555,FALSE,FALSE,not_patient_scored
raloxifene,vemurafenib,raloxifene + vemurafenib,14,17.8666666666667,104,-139,0.666666666666667,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.858989086731763,FALSE,FALSE,not_patient_scored
raloxifene,vismodegib,raloxifene + vismodegib,7.5,9.6,116,-159,0.5,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.814378709553896,FALSE,FALSE,not_patient_scored
crizotinib,raloxifene,crizotinib + raloxifene,20.5,14,197,-213,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.890005743825388,FALSE,FALSE,not_patient_scored
axitinib,raloxifene,axitinib + raloxifene,50.5,27.4,118,-127,0.7,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.961995022017997,FALSE,FALSE,not_patient_scored
raloxifene,vandetanib,raloxifene + vandetanib,16,-2.7,114,-209,0.5,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.869519433275895,FALSE,FALSE,not_patient_scored
cabazitaxel,raloxifene,cabazitaxel + raloxifene,35,44.6666666666667,133,-46,0.777777777777778,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.936434999042696,FALSE,FALSE,not_patient_scored
raloxifene,ruxolitinib,raloxifene + ruxolitinib,-8.5,-6.9,96,-142,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
abiraterone,vemurafenib,abiraterone + vemurafenib,7,5,50,-41,0.5,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.810453762205629,FALSE,FALSE,not_patient_scored
abiraterone,vismodegib,abiraterone + vismodegib,33.5,23.2,65,-74,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.934041738464484,FALSE,FALSE,not_patient_scored
abiraterone,crizotinib,abiraterone + crizotinib,20,21.7,71,-32,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.888091135362818,FALSE,FALSE,not_patient_scored
abiraterone,axitinib,abiraterone + axitinib,25,14.8888888888889,109,-93,0.666666666666667,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.908673176335439,FALSE,FALSE,not_patient_scored
abiraterone,vandetanib,abiraterone + vandetanib,24.5,10.8,58,-67,0.7,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.906854298295998,FALSE,FALSE,not_patient_scored
abiraterone,cabazitaxel,abiraterone + cabazitaxel,97.5,80.6,223,-19,0.7,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.989565383878997,FALSE,FALSE,not_patient_scored
abiraterone,ruxolitinib,abiraterone + ruxolitinib,18,16.4,57,-22,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.878996745165614,FALSE,FALSE,not_patient_scored
6 thioguanine,sunitinib,6 thioguanine + sunitinib,-46,-45.4,-18,-72,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
actinomycin d,sunitinib,actinomycin d + sunitinib,-12,-6.2,45,-46,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
chlorambucil,sunitinib,chlorambucil + sunitinib,-47,-51.2,-38,-80,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
sunitinib,thiotepa,sunitinib + thiotepa,-21,-9.8,56,-62,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
melphalan,sunitinib,melphalan + sunitinib,-18,-31.8,17,-78,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
altretamine,sunitinib,altretamine + sunitinib,-102,-84,-19,-145,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
5-fluorouracil,sunitinib,5-fluorouracil + sunitinib,-3,-3.6,20,-37,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,TRUE,FALSE,tier_B_one_drug_patient_scored
floxuridine,sunitinib,floxuridine + sunitinib,-8,-8.8,5,-22,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
sunitinib,uracil mustard,sunitinib + uracil mustard,-59,-46.4,-6,-78,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
dacarbazine,sunitinib,dacarbazine + sunitinib,-75,-64.8,-24,-90,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
cytarabine,sunitinib,cytarabine + sunitinib,-29,-32.4,-18,-54,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
sunitinib,vincristine,sunitinib + vincristine,35,60.8,142,16,1,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.936434999042696,FALSE,FALSE,not_patient_scored
megestrol acetate,sunitinib,megestrol acetate + sunitinib,-139,-111.8,-20,-192,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
lomustine,sunitinib,lomustine + sunitinib,-34,-31.4,-22,-38,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
daunorubicin,sunitinib,daunorubicin + sunitinib,-13,-19.4,9,-66,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
azacitidine,sunitinib,azacitidine + sunitinib,-12,-17,19,-71,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
cladribine,sunitinib,cladribine + sunitinib,-33,-23.6,17,-60,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
fludarabine,sunitinib,fludarabine + sunitinib,-26,-42,0,-135,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
isotretinoin,sunitinib,isotretinoin + sunitinib,-79,-61.6,-11,-108,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
sunitinib,teniposide,sunitinib + teniposide,-31,-23.4,17,-63,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
paclitaxel,sunitinib,paclitaxel + sunitinib,13,17.8,107,-43,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.852766609228413,TRUE,FALSE,tier_B_one_drug_patient_scored
etoposide,sunitinib,etoposide + sunitinib,-19,-25.4,-9,-57,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
dexrazoxane,sunitinib,dexrazoxane + sunitinib,2,0.2,25,-19,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.768140915182845,FALSE,FALSE,not_patient_scored
sunitinib,tamoxifen,sunitinib + tamoxifen,-75,-78.8,-16,-167,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
rapamycin,sunitinib,rapamycin + sunitinib,-20,-23.6,7,-69,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,TRUE,FALSE,tier_B_one_drug_patient_scored
carboplatin,sunitinib,carboplatin + sunitinib,-29,-27,24,-67,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
mitoxantrone,sunitinib,mitoxantrone + sunitinib,39,33,52,-10,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.944572085008616,FALSE,FALSE,not_patient_scored
sunitinib,temozolomide,sunitinib + temozolomide,-77,-78.4,5,-161,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
clofarabine,sunitinib,clofarabine + sunitinib,-30,-39,13,-100,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
sunitinib,vinorelbine,sunitinib + vinorelbine,16,17.8,43,-4,0.8,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.869519433275895,FALSE,FALSE,not_patient_scored
gemcitabine,sunitinib,gemcitabine + sunitinib,5,-25,15,-87,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.793030825196247,TRUE,FALSE,tier_B_one_drug_patient_scored
docetaxel,sunitinib,docetaxel + sunitinib,85,92.4,218,20,1,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.9868849320314,TRUE,FALSE,tier_B_one_drug_patient_scored
7 ethyl 10 hydroxycamptothecin,sunitinib,7 ethyl 10 hydroxycamptothecin + sunitinib,-32,-36.2,-23,-50,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
nelarabine,sunitinib,nelarabine + sunitinib,-46,-75.4,-22,-184,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
pemetrexed,sunitinib,pemetrexed + sunitinib,-36,-34,19,-71,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
sunitinib,vorinostat,sunitinib + vorinostat,-27,-35.4,-12,-80,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
capecitabine,sunitinib,capecitabine + sunitinib,-26,-59,-18,-125,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
exemestane,sunitinib,exemestane + sunitinib,-18,-21,0,-40,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
gefitinib,sunitinib,gefitinib + sunitinib,-7,-5,44,-36,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
letrozole,sunitinib,letrozole + sunitinib,-68,-98.8,-25,-194,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
celecoxib,sunitinib,celecoxib + sunitinib,-10,-18.4,8,-54,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
dasatinib,sunitinib,dasatinib + sunitinib,-31,-10.2,93,-84,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
everolimus,sunitinib,everolimus + sunitinib,5,-1.6,31,-34,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.793030825196247,FALSE,FALSE,not_patient_scored
pazopanib,sunitinib,pazopanib + sunitinib,-11,-16.8,8,-46,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
imatinib,sunitinib,imatinib + sunitinib,-85,-110.6,-39,-240,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
lapatinib,sunitinib,lapatinib + sunitinib,-31,-46.2,23,-148,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,TRUE,FALSE,tier_B_one_drug_patient_scored
nilotinib,sunitinib,nilotinib + sunitinib,-72,-124.4,-36,-342,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
lenalidomide,sunitinib,lenalidomide + sunitinib,2,-13.8,18,-64,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.768140915182845,FALSE,FALSE,not_patient_scored
raloxifene,sunitinib,raloxifene + sunitinib,-45,-21.8,42,-82,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
abiraterone,sunitinib,abiraterone + sunitinib,-2,-3.4,5,-19,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
sunitinib,vemurafenib,sunitinib + vemurafenib,-18,-12.4,63,-75,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
depsipeptide,sunitinib,depsipeptide + sunitinib,-38,-3.2,113,-49,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
sunitinib,vismodegib,sunitinib + vismodegib,-18,-6.4,40,-52,0.4,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
crizotinib,sunitinib,crizotinib + sunitinib,-10,-20,27,-96,0.2,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
axitinib,sunitinib,axitinib + sunitinib,-30,-28.2,0,-64,0,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.378230901780586,FALSE,FALSE,not_patient_scored
sunitinib,vandetanib,sunitinib + vandetanib,2,-8,28,-70,0.6,5,BR:BT-549;BR:HS 578T;BR:MCF7;BR:MDA-MB-231;BR:T-47D,0.768140915182845,FALSE,FALSE,not_patient_scored
